LOAN_ID,PD_RISK_RATING,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
ZZZ0002195,6,CRE Construction,0.408150777,0.005548618,,0.326520622,0.54450581,96.32342104,0.429261833,2.070978086,0.37896303,1.077283101,0.154543162,C,Y237,No
ZZZ0002196,4,C&I,0.265403245,0.155716753,955581.8696,0.212322596,0.341310231,112.6004418,0.248861868,4.963212855,0.525218584,1.056593987,0.333944627,B,Y237,Yes
ZZZ0002197,2,C&I,0.449310295,0.095758847,1114888.55,0.359448236,0.563340749,90.1019044,0.07391821,3.97217265,0.968545407,1.020114501,0.58361931,A,X456,Yes
ZZZ0002198,1,C&I,0.244613081,0.841830922,1143413.358,0.195690465,0.772515155,117.7384811,0.778620099,6.024579037,0.98609683,1.158288838,0.047373575,C,Z009,No
ZZZ0002199,6,CRE Construction,,0.187133234,899836.3898,0.393079562,0.116076891,88.8132021,0.8546476,6.735066834,3.315622676,1.00353859,0.748884778,C,Y237,Yes
ZZZ0002200,1,CRE Permanent,0.285370002,0.494338417,1232845.037,0.228296001,0.352922202,122.438143,0.906823039,-2.780819606,0.68966287,1.308506174,0.674298824,C,R567,No
ZZZ0002201,1,C&I,0.545085445,0.618846572,1106104.596,0.436068356,0.583892619,96.3182542,0.846790281,-7.048231885,1.468221347,1.457327599,0.654674482,B,R567,No
ZZZ0002202,2,CRE Permanent,0.436261761,0.30085102,1064213.662,0.349009409,0.594219848,92.85334722,0.820843675,-1.463718602,3.185765062,1.080659919,0.46592041,C,Z009,Yes
ZZZ0002203,6,CRE Construction,,0.120122672,820740.2507,0.228803546,0.405333131,93.96117286,0.68096054,-11.15757386,0.351725668,1.201881879,0.310217643,B,X456,No
ZZZ0002204,7,CRE Permanent,0.46446726,0.627142705,772631.3832,0.371573808,0.242543394,97.5906088,0.87111254,-7.38810994,0.882059828,1.1406679,0.313438504,B,X456,No
ZZZ0002205,2,CRE Permanent,0.532159883,0.843306567,1021120.128,0.425727906,0.635331778,95.3166927,0.544820921,-1.603356773,3.097112715,1.245497291,0.641896654,B,T982,No
ZZZ0002206,2,C&I,0.774876557,0.198038562,1160583.717,0.619901245,0.989070875,99.70449752,0.758790007,5.268499209,0.449329331,1.09413451,0.323509264,B,X456,Yes
ZZZ0002207,3,CRE Construction,,0.509914976,955325.812,0.194628801,0.577639588,85.58897487,0.653090166,2.117098721,0.122107785,1.172002964,0.682797841,C,Y237,No
ZZZ0002208,1,C&I,,0.645236011,1050043.118,0.067294299,0.211882378,97.5186461,0.526953926,-4.30694863,0.222671635,1.033086303,0.911370472,C,R567,Yes
ZZZ0002209,3,CRE Permanent,0.136495165,0.357076512,946786.2226,0.109196132,0.672974781,93.02203215,0.252897457,-3.329877481,0.466339513,1.045277676,0.435929378,C,Y237,Yes
ZZZ0002210,5,CRE Construction,0.688372066,0.828747333,912463.4988,0.550697653,0.435654122,110.1478482,0.150914842,2.911142223,0.383504743,1.470131922,0.651121744,C,Z009,No
ZZZ0002211,5,CRE Construction,0.789428711,0.420187167,968274.9115,0.631542969,0.754463836,114.0701198,0.524091009,1.369701497,3.370714372,1.467175233,0.003970136,B,Y237,No
ZZZ0002212,5,CRE Construction,0.47893117,0.606804928,946220.7811,0.383144936,0.02210767,102.4385683,0.293070891,1.91941812,0.394081092,1.133047919,0.656685713,B,X456,No
ZZZ0002213,4,CRE Construction,0.74429512,0.285087677,948830.7044,0.595436096,0.469910549,111.159761,0.588646419,-0.33274376,0.753043751,1.299679003,0.352017009,C,X456,Yes
ZZZ0002214,5,CRE Permanent,,0.15688392,905054.4207,0.082745792,0.488538316,98.08853453,0.509800358,4.362858714,1.581496702,1.04368559,0.10082275,B,X456,Yes
ZZZ0002215,2,CRE Construction,0.285007073,0.118885224,1181690.264,0.228005658,0.346801559,96.97175147,0.910271295,9.326322998,0.60497477,1.077085495,0.056103033,A,Z009,No
ZZZ0002216,5,C&I,0.235637907,0.00564254,1011171.526,0.188510325,0.072473468,117.3917444,0.061203932,5.672804449,0.185144113,1.011685262,0.533621452,A,Y237,No
ZZZ0002217,2,C&I,0.898452976,0.933751174,1046614.644,0.718762381,0.034744289,102.8775828,0.954140934,5.191184598,0.160593416,1.038163678,0.604342578,B,R567,Yes
ZZZ0002218,7,CRE Construction,,0.006909877,762108.3725,0.193251348,0.591461925,115.6856672,0.605647002,2.922188366,3.937866194,1.019308173,0.965410969,B,R567,Yes
ZZZ0002219,2,C&I,,0.701569719,1072487.558,0.338926467,0.473181732,96.92210529,0.381935193,6.422090093,0.546031849,1.030178955,0.520859435,B,Y237,No
ZZZ0002220,5,CRE Permanent,0.724494281,0.505797251,979226.2391,0.579595424,0.463587071,87.29904018,0.565964543,9.613517089,26.38921522,1.157859217,0.881709877,A,X456,Yes
ZZZ0002221,5,C&I,0.38833347,0.302410865,942339.3199,0.310666776,0.632145258,111.3027359,0.588885477,-1.417018316,1.267547427,1.00050088,0.785638731,C,T982,Yes
ZZZ0002222,6,C&I,,0.278010724,879625.244,0.672489874,0.505299811,95.43204227,0.142290163,-5.0606013,0.536429818,1.065372516,0.936782898,C,X456,No
ZZZ0002223,4,CRE Permanent,0.170124924,0.08170926,1015504.384,0.136099939,0.868630382,74.81389014,0.653716981,7.264307061,10.06162648,1.022006815,0.257431843,B,Z009,Yes
ZZZ0002224,1,CRE Construction,0.440215114,0.944603245,1014646.171,0.352172091,0.583999587,88.0126139,0.618737719,0.177910048,1.335282772,1.089273671,0.13678701,A,Y237,No
ZZZ0002225,2,C&I,0.49028646,0.669366934,1113761.36,0.392229168,0.681894325,97.07616782,0.065259414,4.026671401,0.14082803,1.046342735,0.127560704,B,R567,No
ZZZ0002226,5,CRE Construction,0.42147428,0.657184198,867941.9832,0.337179424,0.243424846,114.9025495,0.164078428,-3.535443968,0.843758035,1.003927723,0.963588954,B,Z009,No
ZZZ0002227,4,C&I,0.445520938,0.206349112,1007196.641,0.356416751,0.913674808,100.057868,0.861851694,0.541919849,0.164120971,1.051101886,0.116400317,B,Y237,No
ZZZ0002228,7,CRE Permanent,0.943555452,0.107866549,935022.884,0.754844362,0.707574179,109.0921958,0.987792991,0.926945186,0.870335349,1.288436901,0.57792703,C,Y237,Yes
ZZZ0002229,1,CRE Construction,0.526915487,0.845911093,,0.42153239,0.026429473,99.78923991,0.802771184,-8.286858055,1.008309718,1.013165613,0.72462655,C,T982,Yes
ZZZ0002230,2,CRE Construction,0.819456701,0.718874396,1033285.343,0.655565361,0.157827782,93.10550398,0.780410362,0.551347476,2.412554085,1.018181446,0.377865256,A,X456,Yes
ZZZ0002231,1,C&I,0.671900951,0.539665192,1028837.445,0.537520761,0.3449973,82.60037805,0.365048943,1.662027105,0.611033512,1.114263783,0.992633593,B,Y237,Yes
ZZZ0002232,2,C&I,0.605233681,0.091299068,1096100.505,0.484186945,0.680776315,106.4292972,0.471536222,-1.912140205,0.558359143,1.002803241,0.378877069,A,R567,No
ZZZ0002233,3,CRE Permanent,0.817690919,0.871377355,941458.2237,0.654152735,0.38334725,99.38872482,0.717893595,-1.92371357,0.749642011,1.049818511,0.380736406,A,X456,Yes
ZZZ0002234,5,CRE Permanent,0.731690364,0.276773261,963515.291,0.585352292,0.801347647,126.3476087,0.37002467,-0.255052207,0.807022001,1.292528057,0.293805173,B,Z009,No
ZZZ0002235,5,CRE Permanent,0.628321311,0.761393233,939992.5331,0.502657049,0.10505627,106.2057309,0.350007278,-0.904060445,0.582084362,1.114915033,0.970812485,A,Y237,No
ZZZ0002236,4,CRE Permanent,0.976365476,0.325011341,960652.1439,0.781092381,0.270553783,107.8796689,0.537277502,-4.494965585,0.336050136,1.063603426,0.628339115,A,Y237,No
ZZZ0002237,8,CRE Permanent,0.839538185,0.327946152,929894.2899,0.671630548,0.901750541,83.45540091,0.981026329,-0.752729591,1.125616146,1.050654451,0.611738617,A,X456,Yes
ZZZ0002238,1,C&I,0.561198854,0.76531787,,0.448959083,0.129099805,106.8954756,0.637413951,-10.35388277,2.003352245,1.045207141,0.646983273,B,Y237,No
ZZZ0002239,1,C&I,0.856652648,0.408802981,1038709.716,0.685322118,0.099005657,75.89562039,0.103293438,5.494104336,0.259717603,1.794198014,0.300499856,B,X456,Yes
ZZZ0002240,1,CRE Construction,0.560657901,0.567839513,1116430.461,0.448526321,0.896708524,96.97401066,0.794511409,-5.701664715,0.739522825,1.231907103,0.404463114,C,Y237,Yes
ZZZ0002241,1,CRE Permanent,0.001692182,0.43293858,,0.001353746,0.736638829,87.58620306,0.977420758,0.790232388,0.207757565,1.127647232,0.075948767,A,Z009,No
ZZZ0002242,4,CRE Permanent,,0.737490445,981274.5267,0.733809212,0.713092329,82.35285647,0.578438207,-5.215716675,0.704959458,1.006166214,0.122301134,B,Z009,No
ZZZ0002243,2,C&I,0.358386951,0.393396466,,0.286709561,0.520552037,117.1196852,0.188418861,-12.02018658,1.231180348,1.031945799,0.572982248,A,R567,Yes
ZZZ0002244,3,CRE Permanent,0.688121054,0.014380837,1002298.735,0.550496843,0.429281971,107.3264944,0.75022211,-0.785196047,0.85650271,1.159464826,0.14118223,B,T982,Yes
ZZZ0002245,1,CRE Permanent,0.715638279,0.704988236,1156888.763,0.572510623,0.893672167,80.84668548,0.087409044,3.592389686,0.967436725,1.14040372,0.553745051,B,T982,Yes
ZZZ0002246,2,CRE Construction,0.010269929,0.691182399,1010513.808,0.008215943,0.645745992,76.48842767,0.96183788,-1.581052316,2.110268257,1.013004327,0.888929841,B,X456,Yes
ZZZ0002247,1,CRE Construction,0.131434561,0.300113723,1071414.799,0.105147649,0.539958159,84.86652386,0.250528045,7.61382405,1.110337773,1.10145554,0.102340996,B,Z009,Yes
ZZZ0002248,4,CRE Permanent,0.89672903,0.546836854,991173.6914,0.717383224,0.660344085,109.429414,0.301048548,-1.553616003,0.291785111,1.224462261,0.306288414,C,R567,Yes
ZZZ0002249,2,CRE Construction,0.168363998,0.804123974,912342.2111,0.134691199,0.000283271,83.93230734,0.721537714,0.125947755,0.463649253,1.069339791,0.457773946,C,R567,Yes
ZZZ0002250,1,CRE Construction,0.489229833,0.809558706,1090167.554,0.391383866,0.213247719,86.20977764,0.655823844,2.318408611,0.466042199,1.056968139,0.750333177,A,Z009,Yes
ZZZ0002251,8,CRE Permanent,,0.496789484,780005.4322,0.486285143,0.730647258,114.6659898,0.679000936,-4.639526523,1.118340916,1.110158665,0.575552779,A,Y237,No
ZZZ0002252,1,C&I,0.492324906,0.529100907,1051381.377,0.393859925,0.659263565,83.22696958,0.195108635,-3.548350558,2.349728034,1.043625746,0.82302134,A,Z009,No
ZZZ0002253,2,CRE Permanent,0.329453296,0.372293064,1053693.65,0.263562637,0.936289748,107.5196414,0.040030387,-6.031815646,0.678463939,1.026068595,0.041110392,B,T982,No
ZZZ0002254,3,CRE Construction,0.431989004,0.885033126,890373.8582,0.345591203,0.204960758,99.91378623,0.493890582,6.933795976,1.159884909,1.006013579,0.30999766,B,X456,No
ZZZ0002255,1,CRE Construction,0.041682399,0.54830237,1059025.999,0.033345919,0.56913632,103.3576419,0.62936255,3.595302237,0.351287007,1.11522491,0.443499637,C,T982,No
ZZZ0002256,1,C&I,0.745123526,0.934352471,963609.4765,0.59609882,0.956524946,98.23249917,0.13616323,-4.100520142,3.094568176,1.080157288,0.92466309,A,X456,No
ZZZ0002257,5,C&I,0.817493659,0.840161663,953952.4035,0.653994927,0.917825141,106.092461,0.701583255,2.169950962,0.827289173,1.004145879,0.34406435,B,R567,Yes
ZZZ0002258,2,CRE Permanent,0.172845353,0.920640548,,0.138276282,0.163201249,89.27382653,0.778860822,5.602568569,3.904582004,1.699201581,0.416800985,B,Z009,No
ZZZ0002259,2,CRE Permanent,0.200218887,0.090594754,1264034.448,0.160175109,0.834064825,113.7224623,0.289711052,5.562850699,7.711752177,1.104011433,0.190792025,B,Y237,Yes
ZZZ0002260,1,CRE Construction,0.247145148,0.353798778,1098568.073,0.197716119,0.604857565,87.68583084,0.935220946,-5.853308536,1.541793679,1.229540461,0.191096789,B,X456,No
ZZZ0002261,5,CRE Construction,0.650380465,0.778372968,932652.8996,0.520304372,0.682259448,82.34443057,0.646463233,-11.32562526,1.335617117,1.098550137,0.647793446,B,Y237,Yes
ZZZ0002262,2,CRE Permanent,0.791300998,0.744402104,1131588.781,0.633040798,0.428404269,109.2219941,0.923725572,3.630852847,0.333851084,1.147371414,0.370781271,A,Z009,Yes
ZZZ0002263,3,CRE Permanent,0.659987899,0.331960824,944868.8399,0.527990319,0.411731239,92.47736803,0.487071944,1.458359,1.243817316,1.00345603,0.079478757,B,Z009,No
ZZZ0002264,2,CRE Construction,0.832879623,0.693766854,1160452.383,0.666303698,0.657186334,101.6390434,0.818463548,-5.190021782,0.610924495,1.098715474,0.795104662,B,Z009,No
ZZZ0002265,1,CRE Permanent,0.935903787,0.108424241,1111028.816,0.748723029,0.923996806,95.62067583,0.02703439,-4.920881478,0.763185893,1.036715345,0.95421444,A,Y237,No
ZZZ0002266,4,C&I,0.259133942,0.450031907,929535.9562,0.207307154,0.533008526,113.5070764,0.418456645,-4.912161853,0.137365358,1.160972459,0.116718071,C,Y237,Yes
ZZZ0002267,2,C&I,0.577915715,0.286319346,1089677.902,0.462332572,0.956974155,92.42044675,0.532345431,2.838510788,1.104536848,1.014571999,0.471350588,B,Z009,No
ZZZ0002268,1,C&I,0.88049604,0.143820761,1128082.044,0.704396832,0.586157345,86.96766502,0.578510059,-5.902074243,0.848473476,1.104412375,0.164465994,B,Y237,Yes
ZZZ0002269,5,CRE Construction,0.747169907,0.249912505,,0.597735926,0.548865345,105.2749556,0.765936681,-2.975129202,2.189201618,1.036940965,0.767363313,B,T982,Yes
ZZZ0002270,1,CRE Construction,0.257392175,0.272278981,1054202.508,0.20591374,0.251308102,96.96602882,0.15748503,-0.508946462,3.818238002,1.003534147,0.972649937,C,T982,No
ZZZ0002271,4,CRE Permanent,0.872979937,0.597768358,934725.8868,0.69838395,0.907684457,80.65498192,0.096559937,-3.008654981,1.198575245,1.024163088,0.18316483,A,R567,Yes
ZZZ0002272,4,C&I,,0.47220144,1012065.746,0.594955258,0.607171679,107.0142842,0.325135144,-0.524582889,1.303359672,1.079841112,0.782238125,C,T982,No
ZZZ0002273,1,CRE Construction,0.342231291,0.759214999,1204521.478,0.273785033,0.754990821,85.28573307,0.520144191,-8.951881571,2.171570496,1.169948046,0.344332159,B,Y237,Yes
ZZZ0002274,4,CRE Construction,0.4545536,0.464821716,972403.7455,0.36364288,0.243097992,103.4027955,0.433352602,-3.171138144,0.27165164,1.005574596,0.963999598,C,Z009,Yes
ZZZ0002275,2,C&I,0.04890534,0.542547117,1154876.963,0.039124272,0.934409657,83.12804169,0.954477474,-3.615565988,0.251678194,1.07055198,0.572520174,C,X456,No
ZZZ0002276,5,CRE Permanent,0.75241229,0.763425682,925950.6386,0.601929832,0.568890648,108.6763968,0.850643797,3.609340687,0.54779152,1.129307619,0.389637838,B,Z009,Yes
ZZZ0002277,4,CRE Construction,0.556827284,0.502608456,937499.8519,0.445461827,0.188722579,109.7952577,0.605259996,-7.423582494,2.336494594,1.075752041,0.768921016,A,X456,No
ZZZ0002278,5,C&I,0.650225107,0.643156458,893360.3487,0.520180086,0.196094607,108.1475867,0.641437666,0.4568428,2.075668233,1.048649074,0.555340546,B,Z009,No
ZZZ0002279,2,CRE Permanent,0.907565955,0.493145832,1139439.839,0.726052764,0.451619417,104.4708999,0.550895406,0.580759921,0.644786497,1.1481144,0.060423639,A,Y237,No
ZZZ0002280,2,C&I,0.958695216,0.678036933,1081332.745,0.766956173,0.224037771,87.14304866,0.814026281,0.709952603,0.275971095,1.206904959,0.162882858,B,X456,Yes
ZZZ0002281,5,C&I,0.079820842,0.214476917,915293.0603,0.063856674,0.156804918,101.7464752,0.781186242,-1.646859303,2.374530209,1.050426399,0.451745127,B,X456,No
ZZZ0002282,5,CRE Permanent,0.530655878,0.00027314,,0.424524703,0.766205719,106.5910551,0.426543853,-2.416359449,2.493500786,1.031291654,0.088413039,B,X456,No
ZZZ0002283,3,CRE Construction,0.844262432,0.710212088,959537.418,0.675409946,0.074851894,82.54938088,0.57008113,-6.569468798,0.455834005,1.04878085,0.803898916,C,Z009,Yes
ZZZ0002284,1,C&I,0.99869456,0.513097677,1075395.009,0.798955648,0.027378291,83.05573316,0.995426696,-6.346112115,0.383365539,1.030344105,0.287543266,C,R567,Yes
ZZZ0002285,5,CRE Construction,0.476025708,0.397176751,826430.7852,0.380820567,0.380875923,92.52180503,0.407877138,-1.768882031,0.29137363,1.193712795,0.627403007,C,Z009,No
ZZZ0002286,5,CRE Construction,0.619572164,0.7681733,920513.4397,0.495657731,0.337265105,102.0061632,0.151853543,-1.133923709,0.688462753,1.056606458,0.947147885,A,Y237,Yes
ZZZ0002287,3,CRE Construction,0.539621984,0.360364036,964485.2255,0.431697587,0.666567472,97.72849833,0.925048138,2.268150363,1.733692531,1.199526418,0.548308308,B,Z009,No
ZZZ0002288,1,CRE Construction,0.402322247,0.459812346,1120779.087,0.321857798,0.384540956,91.32568608,0.278720259,-0.42449458,2.831738496,1.003438077,0.387460185,C,T982,No
ZZZ0002289,1,CRE Permanent,0.3634614,0.002758237,,0.29076912,0.15934118,110.8499333,0.244822191,-4.392394672,6.098607795,1.55915989,0.580604259,B,T982,Yes
ZZZ0002290,2,C&I,0.530434007,0.610902234,1110646.23,0.424347206,0.96665425,88.34195492,0.436721035,7.272649067,0.588048516,1.049784965,0.229087244,C,R567,Yes
ZZZ0002291,1,C&I,,0.038737336,1099025.134,0.680078302,0.018946482,74.38796401,0.777204733,0.582556934,0.823663,1.301180265,0.337953258,B,R567,No
ZZZ0002292,2,CRE Permanent,0.998759537,0.414501928,1141175.342,0.799007629,0.23200515,106.0883792,0.247303929,4.517366802,0.369759693,1.195391404,0.156156412,A,R567,Yes
ZZZ0002293,3,CRE Permanent,0.922799414,0.250235707,1060151.581,0.738239531,0.271613925,88.95012855,0.629802897,5.697274435,0.53415547,1.231389015,0.913079093,B,T982,Yes
ZZZ0002294,5,C&I,0.209966394,0.000155171,,0.167973115,0.357707419,107.2801599,0.010309772,9.923317246,0.124965038,1.0079552,0.506683103,A,R567,Yes
ZZZ0002295,1,C&I,0.941891114,0.363232371,1059293.334,0.753512892,0.573403446,104.2429195,0.457985378,3.930785732,2.470689305,1.003592661,0.901733637,C,Y237,Yes
ZZZ0002296,2,CRE Construction,0.096463846,0.809564453,1181550.065,0.077171077,0.212895633,104.2056105,0.525090636,1.902392271,4.032151218,1.209754193,0.742517582,B,R567,No
ZZZ0002297,1,CRE Construction,0.166671865,0.585545768,1107401.975,0.133337492,0.044929747,98.63094305,0.045054187,-5.953239288,0.256044736,1.029263334,0.730688371,C,T982,Yes
ZZZ0002298,6,C&I,,0.804365517,815444.4714,0.771372704,0.379013102,92.98715513,0.205805953,-2.196739089,4.688997222,1.69543223,0.695945743,C,Y237,Yes
ZZZ0002299,4,CRE Construction,0.776159209,0.891225846,867885.6881,0.620927367,0.21835646,92.38239679,0.460219634,-0.526316911,1.378286304,1.026353229,0.19369646,C,X456,Yes
ZZZ0002300,3,CRE Permanent,0.494527161,0.421875858,909857.2979,0.395621729,0.193066674,94.63740295,0.633961033,3.81115325,0.447169954,1.109046254,0.479159743,B,R567,No
ZZZ0002301,1,CRE Permanent,0.353387956,0.752601896,948009.6619,0.282710365,0.108321044,104.0385105,0.648878906,2.394716382,0.269592014,1.202574816,0.437486755,A,R567,Yes
ZZZ0002302,2,CRE Construction,,0.172271047,1131721.514,0.12594876,0.115921408,102.1126044,0.765780272,3.489838723,0.643657383,1.23315971,0.217258967,C,X456,No
ZZZ0002303,5,CRE Permanent,0.162702991,0.201604426,931496.9269,0.130162393,0.187848389,106.0586626,0.798322538,-9.63204815,1.627505895,1.712803354,0.665345369,B,X456,No
ZZZ0002304,2,CRE Construction,0.583866438,0.689787227,,0.46709315,0.336463333,109.6391325,0.431368923,5.888035791,0.914825786,1.113671737,0.989141802,A,Y237,No
ZZZ0002305,6,CRE Construction,0.651692939,0.199811968,835346.1374,0.521354351,0.422004864,101.6742793,0.940582693,-2.370579072,0.868891568,1.084566522,0.359243797,A,T982,No
ZZZ0002306,6,CRE Construction,0.990829198,0.54505983,849826.6559,0.792663359,0.726467929,97.55696298,0.24996166,-2.940779137,4.884992813,1.27890726,0.147686703,C,X456,No
ZZZ0002307,1,CRE Construction,0.492839088,0.657146033,1111734.662,0.39427127,0.776075625,109.0664767,0.379474508,-0.63973337,1.383870947,1.122684424,0.418125066,A,Y237,No
ZZZ0002308,1,C&I,0.378981941,0.613012655,1115749.649,0.303185553,0.330907591,99.14014369,0.24695154,1.811298551,0.949519137,1.078320928,0.816987826,B,R567,No
ZZZ0002309,2,CRE Permanent,0.785739365,0.813577451,1019432.004,0.628591492,0.420900133,90.48034761,0.954135527,3.828716372,0.904137716,1.073797262,0.968851467,C,X456,Yes
ZZZ0002310,1,CRE Permanent,0.221656992,0.126813674,1038421.649,0.177325593,0.63109905,129.2467396,0.324869339,-7.126220566,0.258565641,1.033632052,0.896861343,B,Z009,Yes
ZZZ0002311,5,CRE Construction,0.963465374,0.144278108,1017168.179,0.770772299,0.836315703,116.2256324,0.684014855,0.465812501,0.368466751,1.076209293,0.073350269,B,R567,Yes
ZZZ0002312,1,CRE Permanent,0.313187159,0.857602926,,0.250549727,0.726462644,102.7999157,0.321654367,-7.971965591,1.499826418,1.041721679,0.418924795,C,X456,No
ZZZ0002313,2,CRE Permanent,0.850066095,0.479757658,1121578.199,0.680052876,0.158003489,103.8194137,0.80467632,-10.52144171,1.719185493,1.134282834,0.029186227,A,X456,No
ZZZ0002314,5,C&I,0.2146704,0.402646799,865415.1029,0.17173632,0.66408563,108.3544695,0.772223213,0.219115898,0.666537072,1.476358664,0.521972924,C,R567,No
ZZZ0002315,5,CRE Permanent,0.243312872,0.081999945,934003.3845,0.194650298,0.830506492,108.403464,0.674245835,-0.035651891,2.248245356,1.014426354,0.170831956,A,R567,Yes
ZZZ0002316,2,CRE Construction,0.321177547,0.740871879,,0.256942037,0.999656848,103.2361068,0.707800316,3.874909422,2.11534152,1.003641175,0.811051227,A,Y237,Yes
ZZZ0002317,8,CRE Construction,0.555520929,0.023306464,856385.9495,0.444416744,0.578126372,91.50850339,0.618976132,2.249055155,7.093312133,1.01449118,0.953382274,A,R567,No
ZZZ0002318,2,CRE Construction,0.619428611,0.997554921,1217619.536,0.495542889,0.635087839,107.8476795,0.459422935,-5.687350752,1.24614165,1.047170146,0.795252078,A,Y237,No
ZZZ0002319,3,CRE Permanent,0.921208222,0.37040152,945398.4496,0.736966578,0.333234636,94.62311076,0.427356851,5.822905426,1.278073105,1.069475313,0.421360225,A,T982,No
ZZZ0002320,2,C&I,0.691099684,0.884909003,,0.552879747,0.747465379,112.4604707,0.075452278,-13.06322076,0.415820222,1.125985267,0.527791673,C,Y237,Yes
ZZZ0002321,3,CRE Construction,0.879890103,0.379043621,1021641.195,0.703912083,0.050912585,109.4491248,0.260383323,-1.686096318,3.495973922,1.015097287,0.248728056,A,Y237,No
ZZZ0002322,3,CRE Permanent,0.536307887,0.247871217,969904.5177,0.42904631,0.843491499,90.49538678,0.448354518,-5.857578312,0.451579526,1.093269141,0.16067187,B,R567,Yes
ZZZ0002323,4,CRE Construction,0.056507986,0.18118505,938314.9271,0.045206388,0.820749115,128.0491484,0.789962036,-7.666389687,1.299808657,1.000987966,0.485041989,B,R567,Yes
ZZZ0002324,2,CRE Permanent,,0.559026601,1072295.017,0.197546672,0.118184378,93.33089078,0.859349022,-5.113100253,0.443707909,1.13162557,0.481949067,C,Z009,Yes
ZZZ0002325,1,C&I,0.82803532,0.773757939,1114102.834,0.662428256,0.222104857,93.80447106,0.022864366,6.824281143,0.793458541,1.057448517,0.865307363,C,Z009,Yes
ZZZ0002326,1,CRE Construction,,0.153511841,1136246.048,0.797581879,0.806556307,97.99124142,0.285696346,-2.612114325,0.573709203,1.041205171,0.237143895,B,Y237,Yes
ZZZ0002327,5,CRE Permanent,,0.635752727,872232.3507,0.293387767,0.938567353,92.50071638,0.974484507,3.514152398,1.976375669,1.010918993,0.830309335,C,Z009,No
ZZZ0002328,3,CRE Construction,0.385438165,0.27356204,908819.7354,0.308350532,0.052360507,104.4310484,0.550811115,2.818268429,1.856591937,1.338826324,0.05325457,C,Y237,No
ZZZ0002329,2,C&I,0.265866522,0.942617495,986946.0848,0.212693218,0.099140164,100.8608597,0.084946787,6.586705872,2.045298943,1.014525411,0.461205722,C,Z009,No
ZZZ0002330,2,CRE Construction,0.481436392,0.826794186,1023022.087,0.385149114,0.247538368,106.607027,0.574691406,9.831080546,0.760187909,1.258267749,0.142523552,A,R567,Yes
ZZZ0002331,6,C&I,0.13540432,0.199194465,845214.6666,0.108323456,0.23167332,110.7166945,0.380549006,-5.406520143,0.558127451,1.034592829,0.235812041,B,R567,No
ZZZ0002332,3,CRE Construction,0.985336208,0.49485169,952540.1851,0.788268966,0.486245192,105.8743861,0.049726244,-3.634130131,0.411466965,1.166117318,0.034252507,A,Z009,Yes
ZZZ0002333,1,CRE Construction,0.377597983,0.409334611,1117769.475,0.302078387,0.545958923,90.56745644,0.143637362,-5.698247709,1.58883105,1.039435527,0.906594547,A,X456,No
ZZZ0002334,3,CRE Construction,0.947167063,0.770023031,921230.9198,0.757733651,0.474830187,93.85837683,0.752149246,-2.724894389,0.246139498,1.030829427,0.041541964,C,R567,No
ZZZ0002335,4,CRE Permanent,0.754480276,0.080618312,1068488.461,0.603584221,0.102153249,95.25887779,0.405636557,-7.785439054,0.308762704,1.062656764,0.505867226,C,X456,No
ZZZ0002336,4,CRE Construction,0.110106807,0.986747493,868253.0479,0.088085446,0.984211659,103.1695093,0.334815865,1.489075047,0.205220219,1.071901934,0.202606686,A,T982,No
ZZZ0002337,1,C&I,0.924395179,0.922591876,989118.8724,0.739516143,0.874081065,80.34983109,0.612812709,6.831428437,1.778886865,1.074744526,0.440016155,A,R567,Yes
ZZZ0002338,4,CRE Permanent,0.95516139,0.272169882,1065472.306,0.764129112,0.095343861,91.23511277,0.416533925,-3.281486912,0.82245986,1.086974737,0.772451085,B,Y237,Yes
ZZZ0002339,2,CRE Construction,,0.432308575,1104758.561,0.444190576,0.014770004,94.57518038,0.118332842,-1.152904011,0.565106673,1.095867655,0.493822467,B,Z009,No
ZZZ0002340,8,C&I,,0.151437439,857917.5478,0.213221497,0.395340932,119.4065272,0.537452609,-4.740017196,0.955508575,1.032436755,0.486163653,B,R567,Yes
ZZZ0002341,1,CRE Permanent,0.470882217,0.899163395,1153563.891,0.376705774,0.136008137,101.7921402,0.482829078,13.64200977,0.23404485,1.020067003,0.738556733,B,T982,No
ZZZ0002342,2,C&I,0.086339893,0.87269599,1015259.964,0.069071914,0.22639704,102.8465694,0.15577767,4.120430893,0.865340434,1.005523044,0.310046616,B,R567,No
ZZZ0002343,1,C&I,0.419827054,0.260315589,,0.335861643,0.377123095,127.5449492,0.355245109,3.649374473,2.399314274,1.125061739,0.270588006,C,R567,No
ZZZ0002344,2,C&I,0.233778811,0.616098681,974911.7812,0.187023049,0.26528649,106.7951367,0.419520689,0.657302989,0.359155448,1.686169976,0.114411984,C,T982,Yes
ZZZ0002345,5,CRE Construction,0.829907384,0.651128001,918982.4552,0.663925907,0.14976226,89.57730321,0.256381085,0.046301729,0.096246116,1.550571984,0.279251745,B,X456,No
ZZZ0002346,7,CRE Permanent,0.952543521,0.662406114,,0.762034817,0.024054828,105.7435345,0.531415691,-4.526397135,0.98438444,1.196784762,0.684626499,B,Z009,Yes
